Nr.;"Vaiko identifikacinis Nr.";"Vaiko gimimo data";"Prašymo pateikimo data";"Vaiko priėmimo į grupę data";"Priskirtas į įstaigą";"Registruotas mieste";"Atitinka priskirta teritorija";"Vaiko seniūnija";"Sutartis pasirašyta";"Grupės pavadinimas";"Grupės ugdomoji kalba";"Grupės ugdymo metodika";"Grupės tipas";"Grupės amžiaus intervalas";"Darželio pavadinimas";"Darželio seniūnija";"Iš eilės/be eilės";"Laukia eilėje, laukia pakeisti darželį"
12674;1450204608;;;2019-09-30;2019-06-12;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12675;2618038364;;;2018-09-01;2018-04-20;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12676;5112517007;;;2018-09-01;2018-04-20;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12677;9261546370;;;2018-09-01;2018-04-19;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12678;8273198870;;;2019-09-02;2019-04-23;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12679;3239486674;;;2018-09-01;2018-04-25;Taip;Taip;Fabijoniškių;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Taip
12680;9887693476;;;2019-09-16;2019-04-22;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12681;1034005054;;;2019-09-16;2019-04-20;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12682;3238080908;;;2019-09-02;2019-06-12;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12683;7278950473;;;2019-09-30;2019-04-25;Taip;Taip;Antakalnio;Taip;"Linksmieji nykštukai";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12684;3327734269;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12685;5201224288;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12686;7021344019;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12687;5876239744;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12688;2043700451;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12689;9913105949;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12690;9548830542;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12691;9322667436;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12692;8811172058;;;2020-09-01;2020-04-17;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12693;6631736893;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12694;8025232193;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12695;5181482690;;;2020-09-01;2020-04-23;Taip;Taip;Verkių;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12696;3301566638;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12697;5561015685;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12698;3109599255;;;2020-09-01;2020-06-11;Taip;Taip;"Naujosios Vilnios";Taip;PELIUKAI;Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12699;1131435092;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12700;5310258055;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12701;4191024937;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Taip
12702;3181781498;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12703;2591468122;;;2020-05-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12704;5370461592;;;2020-09-01;2020-06-11;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12705;3811665830;;;2020-09-01;2020-04-23;Taip;Taip;"Naujosios Vilnios";Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12706;4602994943;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12707;7749943787;;;2020-04-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12708;5282349660;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Taip
12709;4851076675;;;2020-06-01;2020-04-24;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12710;9060121810;;;2020-09-01;2020-06-11;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12711;2283422641;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12712;8082606439;;;2020-09-01;2020-04-24;Taip;Taip;Karoliniškių;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12713;7447901763;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12714;9792375333;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12715;6355271547;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12716;1135670929;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12717;9329630701;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12718;5547037019;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12719;5834100714;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12720;3352501223;;;2020-01-06;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12721;8755480883;;;2020-09-01;2020-04-24;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12722;3051747472;;;2020-09-01;2020-04-23;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12723;6228136733;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12724;1723370971;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12725;8361720893;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12726;2734767305;;;2020-09-01;2020-04-22;Taip;Taip;Antakalnio;Taip;MEŠKUČIAI;Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12727;9872317190;;;2018-09-01;2018-06-08;Taip;Taip;"Naujosios Vilnios";Taip;Saulutės;;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12728;8916214448;;;2019-09-16;2019-04-18;Taip;Taip;Antakalnio;Taip;Saulutės;;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12729;9418440677;;;2018-09-01;2018-04-26;Taip;Taip;Antakalnio;Taip;Saulutės;;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12730;5686927118;;;2019-09-30;2019-04-19;Taip;Taip;Antakalnio;Taip;Saulutės;;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12731;1069369636;;;2018-09-01;2018-04-19;Taip;Taip;Antakalnio;Taip;Zuikučiai;;;"Nuo 4 iki 5 metų";2011-2011;Pušaitė;Antakalnio;"be eilės";Ne
12732;7342128073;;;2020-09-01;2020-08-31;Taip;Taip;Antakalnio;Taip;Ežiukai;;;"Nuo 4 iki 5 metų";2011-2011;Pušaitė;Antakalnio;"be eilės";Ne
12733;8800600796;;;2020-09-01;;Taip;Taip;Žvėryno;Taip;Vėžliukai;;;"Nuo 5 iki 7 metų";2009-2010;Pušaitė;Antakalnio;"be eilės";Ne
12734;8303410008;;;2021-09-01;2021-02-22;Taip;Taip;Fabijoniškių;Taip;"Kačiukų trobelė";;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12735;8020466389;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12736;5003140415;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12737;9910084763;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12738;9090274399;;;2020-09-01;2020-10-06;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12739;1202521514;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12740;2397748087;;;2020-11-23;2020-11-11;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12741;4654361482;;;2020-09-01;2020-12-14;Taip;Taip;Antakalnio;Taip;Ežiukai;;;"Nuo 4 iki 5 metų";2011-2011;Pušaitė;Antakalnio;"be eilės";Ne
12742;2024933048;;;2021-09-01;2020-12-21;Taip;Taip;Žirmūnų;Taip;Saulutės;;;"Nuo 3 iki 4 metų";2012-2012.5;Pušaitė;Antakalnio;"be eilės";Ne
12743;7728284959;;;2021-01-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12744;1523618255;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12745;7690625093;;;2021-09-01;2021-04-30;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12746;6065099157;;;2021-09-01;2021-05-01;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12747;8397512714;;;2021-08-02;2021-05-01;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12748;9394997914;;;2021-09-01;2021-05-01;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12749;4568949586;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12750;2394258813;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12751;3211801191;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12752;1985071863;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"MEŠKUČIAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12753;9832397588;;;2021-09-01;2021-05-02;Taip;Taip;Žirmūnų;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12754;9203607521;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12755;4345751059;;;2021-09-01;2021-05-02;Taip;Taip;Žirmūnų;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12756;7019278122;;;2021-06-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12757;4036639664;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12758;8719027672;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12759;1837879963;;;2021-09-01;2021-05-02;Taip;Taip;Šeškinės;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12760;1662460901;;;2021-05-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12761;8803801789;;;2021-01-04;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12762;9239153056;;;2021-09-01;2021-05-02;Taip;Taip;"Naujosios Vilnios";Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12763;5706189522;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12764;3472513038;;;2021-09-01;2021-05-02;Taip;Taip;"Naujosios Vilnios";Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12765;3138566000;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12766;2666041221;;;2021-09-01;2021-05-02;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12767;7837704392;;;2021-09-01;2021-05-03;Taip;Taip;Antakalnio;Taip;"PELIUKAI   2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12768;5411440918;;;2021-09-01;2021-05-03;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12769;3191596765;;;2021-09-01;2021-05-03;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12770;2264042224;;;2021-09-01;2021-05-03;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12771;8011670464;;;2021-09-01;2021-04-30;Taip;Taip;Žirmūnų;Taip;"VOVERIUKAI ";;;"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12772;5922376692;;;2021-09-01;2021-05-04;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12773;2769240354;;;2021-09-01;2021-05-04;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12774;7713128577;;;2021-09-01;2021-05-04;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12775;1666590591;;;2021-09-01;2021-05-04;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12776;5010665425;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12777;8231563986;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12778;2527174891;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12779;2518498996;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12780;8923233829;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12781;4868999926;;;2021-09-01;2021-05-05;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12782;9290861707;;;2021-09-01;2021-05-05;Taip;Taip;Žirmūnų;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12783;2667964957;;;2021-09-01;2021-05-13;Taip;Taip;Antakalnio;Taip;"VOVERIUKAI  2021";Lietuvių;"Alergiškų vaikų grupė";"Nuo 2 iki 3 metų";2012-2013;Pušaitė;Antakalnio;"be eilės";Ne
12784;9483417104;;;2016-09-01;2016-05-31;Taip;Taip;Šnipiškių;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12785;7401066252;;;2016-09-01;2016-08-16;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12786;1164201286;;;2015-09-01;2015-05-28;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12787;1251787066;;;2016-09-01;2016-06-01;Taip;Taip;Lazdynų;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12788;7896617995;;;2016-09-01;2016-05-31;Taip;Taip;Viršuliškių;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12789;1034336110;;;2015-11-02;2015-10-09;Taip;Taip;Žvėryno;Taip;PRIEŠMOKYKLINĖ;;;"Nuo 6 iki 7 metų";2009-2009;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
12790;9454407638;;;2019-09-01;2019-06-12;Taip;Taip;Žvėryno;Taip;SAULUTĖS;;;"Nuo 4 iki 6 metų";2010-2011;"Pušynėlis (Miglos g. 53)";Žvėryno;"be eilės";Ne
